harpnum,t0,obs_coverage,l_data_weak,l_data_baseline
6289,2016-01-20 22:00:00+00:00,0.8775510204081632,0.0017909902380779386,0.0015497105196118355
6281,2016-01-21 00:00:00+00:00,0.8571428571428571,0.0011385622201487422,0.0010263808071613312
6258,2016-01-21 03:00:00+00:00,0.8571428571428571,0.000778050918597728,0.0007066689431667328
6273,2016-01-21 03:00:00+00:00,0.8571428571428571,0.0009145510266534984,0.0008230825769715011
6289,2016-01-21 04:00:00+00:00,0.8571428571428571,0.001803342835046351,0.0015233728336170316
6281,2016-01-21 06:00:00+00:00,0.8571428571428571,0.001098770066164434,0.0010052588768303394
6273,2016-01-21 09:00:00+00:00,0.8571428571428571,0.0008075417135842144,0.0007388170924969018
6289,2016-01-21 10:00:00+00:00,0.8571428571428571,0.0020120288245379925,0.0016950747231021523
6281,2016-01-21 12:00:00+00:00,0.8571428571428571,0.0012555716093629599,0.001162320957519114
6273,2016-01-21 15:00:00+00:00,0.8571428571428571,0.0007904463564045727,0.00071689736796543
6289,2016-01-21 16:00:00+00:00,0.8571428571428571,0.0018924446776509285,0.0016178073128685355
6281,2016-01-21 18:00:00+00:00,0.8571428571428571,0.0012899566208943725,0.0011836104094982147
6273,2016-01-21 21:00:00+00:00,0.8571428571428571,0.0007456390303559601,0.0006895425613038242
